scenario,seed,cumulative_churn,mean_trust_all,mean_trust,mean_harm,platform_reputation,reputation,cumulative_revenue,cumulative_costs,net_value,opportunity_cost,cumulative_projected_revenue,tipping_points_triggered_count,active_users,cumulative_negative_wom_count,cumulative_positive_wom_count,trust_collapse_step,social_contagion_step,churn_cascade_step,extractive_divergence_step,trust_collapse_triggered,social_contagion_triggered,churn_cascade_triggered,extractive_divergence_triggered,churned_skeptic,churned_naive,churned_activist,trust_skeptic,trust_naive,trust_activist,n_skeptic,churned_skeptic_total,n_naive,churned_naive_total,n_activist,churned_activist_total
medium_intensity,30,0.576,0.2001372709881686,0.3166969754547566,0.3210432254672605,2.0,0.42766807531226536,250078.86620935376,20747.000000000015,229331.86620935373,394649.26384255546,644728.1300519092,4.0,212.0,24850.0,27.0,51.0,137.0,200.0,118.0,1.0,1.0,1.0,1.0,121.0,75.0,92.0,0.16270922069182947,0.3834912373036189,0.1146322462049122,162,121,227,75,111,92
medium_intensity,31,0.542,0.20202117955904425,0.33480792483394667,0.3036983523764781,2.0,0.4480340379320561,250611.75866598898,21463.140000000007,229148.61866598896,380949.0519490017,631560.8106149907,4.0,229.0,25997.0,22.0,50.0,140.0,210.0,132.0,1.0,1.0,1.0,1.0,112.0,61.0,98.0,0.16680987177551068,0.38778064974171,0.1293644662276131,140,112,239,61,121,98
medium_intensity,32,0.484,0.23204447603272133,0.34688112279434624,0.29532234984906747,2.0,0.46019162576766226,252021.29729842185,20658.739999999994,231362.55729842186,354284.29417069466,606305.5914691165,4.0,258.0,24134.0,28.0,53.0,160.0,229.0,144.0,1.0,1.0,1.0,1.0,88.0,71.0,83.0,0.14994629233863047,0.40055991119085077,0.12161601198210543,121,88,276,71,103,83
medium_intensity,33,0.514,0.2397652278627988,0.37166389343738504,0.2941573138358024,2.0,0.478774073510976,235785.12643660282,20038.779999999988,215746.34643660282,355437.76406926697,591222.8905058698,4.0,243.0,23316.0,26.0,51.0,153.0,210.0,119.0,1.0,1.0,1.0,1.0,109.0,64.0,84.0,0.18359706616372243,0.4218840112312826,0.1525718711280366,141,109,258,64,101,84
medium_intensity,34,0.54,0.21909979965406215,0.3466800873220606,0.2960925142936522,2.0,0.4598902159502596,235915.77647057854,20649.499999999978,215266.27647057857,347923.1832946966,583838.9597652751,4.0,230.0,24361.0,30.0,51.0,146.0,214.0,133.0,1.0,1.0,1.0,1.0,117.0,69.0,84.0,0.14196045732288637,0.4019191406798057,0.1257486379550824,151,117,251,69,98,84
medium_intensity,35,0.536,0.21891310337089892,0.33673359679030007,0.30701844203492695,2.0,0.44783810795125534,256793.46746296756,20417.159999999996,236376.30746296755,393100.74687030626,649894.2143332738,4.0,232.0,24128.0,22.0,51.0,143.0,208.0,120.0,1.0,1.0,1.0,1.0,125.0,63.0,80.0,0.17982174020935737,0.38863024664456874,0.15092620639114926,169,125,239,63,92,80
medium_intensity,36,0.538,0.19772667405623826,0.30691615451304993,0.30499402645361645,2.0,0.4258913311603248,233707.98250918693,20801.35999999999,212906.62250918694,343598.1343317282,577306.1168409152,4.0,231.0,24638.0,22.0,51.0,146.0,216.0,127.0,1.0,1.0,1.0,1.0,134.0,67.0,68.0,0.1296863782294379,0.36020491288012907,0.17578905189431696,177,134,242,67,81,68
medium_intensity,37,0.578,0.21466626415626458,0.36575466012023045,0.2991455899760784,2.0,0.4724709101626477,243000.75478352566,20227.0,222773.75478352566,386123.90645203245,629124.6612355581,4.0,211.0,23887.0,30.0,49.0,140.0,200.0,116.0,1.0,1.0,1.0,1.0,128.0,63.0,98.0,0.1801587798541951,0.41015303783170537,0.24151402434586774,157,128,229,63,114,98
medium_intensity,38,0.564,0.2020343311176074,0.3446124760194382,0.30921840891761526,2.0,0.45290180500587296,253747.30853648408,20802.44,232944.86853648408,387228.63198599307,640975.9405224771,4.0,218.0,24802.0,26.0,50.0,141.0,203.0,128.0,1.0,1.0,1.0,1.0,105.0,83.0,94.0,0.14708066294025582,0.4041146420619392,0.1905025760191888,143,105,248,83,109,94
medium_intensity,39,0.526,0.20785585014347294,0.3160988597062867,0.2997543359654725,2.0,0.43567869597400166,247822.88737525555,20360.780000000006,227462.10737525555,370460.10675510054,618282.9941303561,4.0,237.0,23921.0,28.0,50.0,151.0,207.0,125.0,1.0,1.0,1.0,1.0,112.0,68.0,83.0,0.12295283034720046,0.3674445546354448,0.15018482858611223,144,112,253,68,103,83
medium_intensity,40,0.524,0.22036827277744847,0.3425110319408831,0.3035265106763294,2.0,0.45428336044471385,263640.02651453664,20173.940000000002,243466.08651453664,385586.7866699438,649226.8131844804,4.0,238.0,23388.0,18.0,52.0,157.0,217.0,125.0,1.0,1.0,1.0,1.0,112.0,76.0,74.0,0.16888463614503155,0.39397546177990334,0.1644260781734249,145,112,260,76,95,74
medium_intensity,41,0.516,0.19489673234963759,0.3001077423566191,0.3128023040971234,2.0,0.41802407486632864,250611.62524456382,21463.800000000014,229147.8252445638,373226.7556202399,623838.3808648037,4.0,242.0,25896.0,24.0,50.0,141.0,217.0,130.0,1.0,1.0,1.0,1.0,117.0,59.0,82.0,0.13785767388013645,0.36080047716060115,0.08845419573441402,167,117,238,59,95,82
medium_intensity,42,0.532,0.21040900853460479,0.3211469187486596,0.306059849706907,2.0,0.4370197775635858,255134.52693303762,21300.10000000002,233834.42693303758,383545.60311480536,638680.130047843,4.0,234.0,25644.0,26.0,50.0,144.0,214.0,136.0,1.0,1.0,1.0,1.0,121.0,59.0,86.0,0.173449067171404,0.3689745732108628,0.13122947930308632,160,121,239,59,101,86
medium_intensity,43,0.538,0.2015977471334009,0.3121011865351942,0.3125006939319902,2.0,0.4275420807789853,247595.42306767672,21039.6,226555.8230676767,382473.92654468236,630069.3496123591,4.0,231.0,25273.0,16.0,50.0,140.0,212.0,119.0,1.0,1.0,1.0,1.0,120.0,65.0,84.0,0.13750678352881276,0.3700371554767408,0.19091637441723572,166,120,235,65,99,84
medium_intensity,44,0.518,0.2020121016853825,0.3140105943154589,0.30614748369533346,2.0,0.4310768134137975,257797.15476785804,20839.039999999994,236958.11476785806,377713.52622430195,635510.68099216,4.0,241.0,24711.0,24.0,52.0,148.0,214.0,133.0,1.0,1.0,1.0,1.0,101.0,72.0,86.0,0.14833575419718056,0.36883996839716365,0.10225440103348041,144,101,256,72,100,86
medium_intensity,45,0.546,0.2365003412648976,0.34220929432500213,0.3048194771610003,2.0,0.45322180919698957,225991.23531332397,18800.28000000002,207190.95531332394,346365.96315745934,572357.1984707833,4.0,227.0,21177.0,28.0,52.0,149.0,194.0,112.0,1.0,1.0,1.0,1.0,99.0,91.0,83.0,0.17274546145768882,0.39411698299482223,0.1822463967330244,135,99,264,91,101,83
medium_intensity,46,0.534,0.21807885734683818,0.33383727749191716,0.3002244549917437,2.0,0.4477636790500637,263587.2075727419,20599.459999999963,242987.74757274194,391066.65393288224,654653.8615056241,4.0,233.0,24292.0,25.0,51.0,150.0,217.0,125.0,1.0,1.0,1.0,1.0,113.0,73.0,81.0,0.12323977996101802,0.39078104477962555,0.14539899923824848,147,113,255,73,98,81
medium_intensity,47,0.55,0.20183679378691177,0.3227516090909441,0.31209589684808986,2.0,0.4352946630005189,235078.1687842979,21066.44,214011.72878429788,357347.9466503917,592426.1154346896,4.0,225.0,25379.0,22.0,51.0,137.0,199.0,126.0,1.0,1.0,1.0,1.0,121.0,64.0,90.0,0.1465408423396115,0.38864884121311616,0.08950077057855857,160,121,232,64,108,90
medium_intensity,48,0.562,0.21066602267928794,0.33404847762609396,0.3179661348055145,2.0,0.4420473301491731,246991.3677679127,20068.44000000002,226922.92776791268,390577.83256994083,637569.2003378535,4.0,219.0,23680.0,33.0,50.0,139.0,195.0,113.0,1.0,1.0,1.0,1.0,119.0,76.0,86.0,0.153659844608131,0.4006392764308056,0.15317657541254548,154,119,236,76,110,86
medium_intensity,49,0.51,0.21173207152535053,0.30688519182610996,0.3123364190337351,2.0,0.42305433589170904,243654.45125578422,19837.300000000014,223817.1512557842,361913.273738779,605567.7249945633,4.0,245.0,22955.0,16.0,52.0,149.0,207.0,117.0,1.0,1.0,1.0,1.0,112.0,73.0,70.0,0.13688350148340955,0.36936357124227265,0.12180669974235156,164,112,253,73,83,70
medium_intensity,50,0.538,0.19935641334227575,0.3153447272317488,0.3120025861243841,2.0,0.430343953131102,237344.81317010813,21735.400000000005,215609.41317010814,357406.3507718643,594751.1639419724,4.0,231.0,26430.0,21.0,50.0,140.0,215.0,134.0,1.0,1.0,1.0,1.0,103.0,72.0,94.0,0.1655428209071474,0.37116561831463957,0.12921516409258887,141,103,244,72,115,94
medium_intensity,51,0.512,0.2237400575197806,0.34938905566188105,0.29906439511061966,2.0,0.46008376650309274,236825.90727389875,19960.84000000001,216865.06727389875,341521.6179095411,578347.5251834398,4.0,244.0,23101.0,25.0,52.0,153.0,208.0,122.0,1.0,1.0,1.0,1.0,119.0,64.0,73.0,0.15844915302280807,0.4038075532959206,0.15623686010299562,160,119,254,64,86,73
medium_intensity,52,0.52,0.20509772657548456,0.30683469237007865,0.3112391818946182,2.0,0.42378533628564397,259669.24865390777,20785.659999999993,238883.58865390776,371666.6409792721,631335.8896331799,4.0,240.0,24486.0,21.0,52.0,151.0,219.0,135.0,1.0,1.0,1.0,1.0,102.0,86.0,72.0,0.13841975373697377,0.36589856184791114,0.1107039543673125,143,102,266,86,91,72
medium_intensity,53,0.54,0.22553551577837985,0.3529727792505248,0.30755279504797256,2.0,0.4599582987190248,261092.43310848557,19679.91999999998,241412.51310848558,391376.3847717524,652468.8178802379,4.0,230.0,22694.0,24.0,51.0,150.0,195.0,124.0,1.0,1.0,1.0,1.0,108.0,78.0,84.0,0.1659388673203102,0.41480873177204985,0.181094800052463,152,108,250,78,98,84
medium_intensity,54,0.544,0.21298284135383036,0.3395951893707396,0.3040666243468314,2.0,0.4512382195218486,233349.22737252768,20628.820000000003,212720.40737252767,335087.70774073736,568436.9351132651,4.0,228.0,24252.0,27.0,52.0,152.0,216.0,124.0,1.0,1.0,1.0,1.0,105.0,82.0,85.0,0.12505187987629646,0.4067618158052999,0.11779085938247015,145,105,256,82,99,85
medium_intensity,55,0.586,0.22231584347079114,0.39081728649696656,0.29123057122805146,2.0,0.49421824604420717,225839.04773059796,20481.340000000004,205357.70773059796,349103.28044386447,574942.3281744624,4.0,207.0,24171.0,24.0,50.0,141.0,200.0,120.0,1.0,1.0,1.0,1.0,104.0,79.0,110.0,0.17871927015708317,0.43834798055925245,0.1955819780859913,126,104,247,79,127,110
medium_intensity,56,0.538,0.24329729594224137,0.38569998555614343,0.2877444907772109,2.0,0.4916824437807743,254451.84388963057,20125.940000000013,234325.90388963057,374933.88822033984,629385.7321099704,4.0,231.0,23393.0,23.0,52.0,153.0,210.0,128.0,1.0,1.0,1.0,1.0,106.0,77.0,86.0,0.2077054176348359,0.433621835928919,0.09474414136628803,134,106,266,77,100,86
medium_intensity,57,0.55,0.21114313119136005,0.33102197070001266,0.3039088086642021,2.0,0.44467853184400497,234427.010299821,20618.019999999993,213808.99029982102,343647.37131719256,578074.3816170136,4.0,225.0,24324.0,20.0,51.0,150.0,215.0,129.0,1.0,1.0,1.0,1.0,119.0,81.0,75.0,0.1113324173762322,0.39079059147217654,0.19470821578025013,158,119,254,81,88,75
medium_intensity,58,0.544,0.1996468788750306,0.30576204568733506,0.31449809121790684,2.0,0.4218266893871464,245956.25450079713,21511.119999999974,224445.13450079717,363284.2819355447,609240.5364363418,4.0,228.0,25989.0,26.0,51.0,143.0,214.0,129.0,1.0,1.0,1.0,1.0,118.0,80.0,74.0,0.15480974684000606,0.363916280067484,0.1128818971326365,161,118,248,80,91,74
medium_intensity,59,0.504,0.22906618663605746,0.3494294106962331,0.29882865597871283,2.0,0.46022956922695757,262400.44922141393,20550.520000000004,241849.9292214139,383882.61769649386,646283.0669179078,4.0,248.0,24143.0,27.0,51.0,153.0,223.0,128.0,1.0,1.0,1.0,1.0,91.0,68.0,93.0,0.12453601824448024,0.4098612491834762,0.13204386796284096,126,91,263,68,111,93
medium_intensity,60,0.522,0.21371165281859908,0.340392490857585,0.30603199673091896,2.0,0.45135074149618715,226940.5569508156,20960.479999999992,205980.07695081562,338065.6066426082,565006.1635934238,4.0,239.0,24979.0,30.0,50.0,143.0,219.0,128.0,1.0,1.0,1.0,1.0,119.0,59.0,83.0,0.20860396171327392,0.3889286539351697,0.13708204689819856,154,119,242,59,104,83
medium_intensity,61,0.53,0.2079877803070668,0.324261044934981,0.29716337402328546,2.0,0.4418427489732607,229129.50440369913,21042.92,208086.58440369915,335681.4027511116,564810.9071548107,4.0,235.0,25065.0,24.0,51.0,146.0,216.0,131.0,1.0,1.0,1.0,1.0,121.0,60.0,84.0,0.17264792108487956,0.3663871662327453,0.14901722690917749,162,121,245,60,93,84
medium_intensity,62,0.538,0.20018026317725798,0.32092234037770845,0.30167541286080607,2.0,0.4377317602599007,236335.29080267926,20704.87999999999,215630.41080267925,355478.33306826674,591813.623870946,4.0,231.0,24662.0,18.0,50.0,145.0,201.0,125.0,1.0,1.0,1.0,1.0,111.0,61.0,97.0,0.1569304833585663,0.3732089258806395,0.0952833843849587,145,111,241,61,114,97
medium_intensity,63,0.56,0.2216559865513323,0.3459445735076536,0.3061070824886977,2.0,0.4549191857293227,221708.59255144687,20203.500000000004,201505.09255144687,338810.747110836,560519.3396622828,4.0,220.0,23759.0,30.0,50.0,146.0,195.0,129.0,1.0,1.0,1.0,1.0,103.0,80.0,97.0,0.1955584213591295,0.39866116490805903,0.1267022998539196,136,103,249,80,115,97
medium_intensity,64,0.594,0.2199521922902257,0.36055714641284553,0.2892565815404129,2.0,0.47229118444736584,243882.50184580515,19641.02000000001,224241.48184580513,380969.18877199345,624851.6906177986,4.0,203.0,22690.0,19.0,51.0,147.0,195.0,111.0,1.0,1.0,1.0,1.0,117.0,86.0,94.0,0.14121734956003668,0.4082211352429545,0.17739843597840182,142,117,251,86,107,94
medium_intensity,65,0.534,0.24654262012953262,0.36616053754009914,0.30308906993691426,2.0,0.47140497145537374,228630.92143219392,19350.660000000003,209280.26143219392,339974.80807722476,568605.7295094187,4.0,233.0,22017.0,21.0,53.0,158.0,202.0,125.0,1.0,1.0,1.0,1.0,107.0,88.0,72.0,0.1542734973598995,0.4263767671874642,0.16220606557305292,144,107,269,88,87,72
medium_intensity,66,0.492,0.21289023639328433,0.29670840024187234,0.30224569520880035,2.0,0.4198815871252778,272422.43158384395,20457.879999999997,251964.55158384395,384362.95699675713,656785.3885806011,4.0,254.0,23792.0,23.0,53.0,157.0,229.0,126.0,1.0,1.0,1.0,1.0,90.0,76.0,80.0,0.13461705234788862,0.34464107110665676,0.15266027794056233,137,90,271,76,92,80
medium_intensity,67,0.56,0.20731781357192358,0.33464828986859707,0.3075530741480992,2.0,0.44644832473696394,234014.56799752664,20557.38,213457.18799752663,350517.8852708596,584532.4532683862,4.0,220.0,24305.0,25.0,51.0,142.0,204.0,124.0,1.0,1.0,1.0,1.0,121.0,78.0,81.0,0.16567705377631362,0.39386677668492365,0.13582503255016928,160,121,243,78,97,81
medium_intensity,68,0.508,0.21851121478190946,0.3232293770032864,0.3066873673359538,2.0,0.438240443312788,269885.8966267878,20402.120000000006,249483.7766267878,383083.70240783395,652969.5990346217,4.0,246.0,23783.0,23.0,52.0,160.0,227.0,128.0,1.0,1.0,1.0,1.0,110.0,79.0,65.0,0.16130369577585515,0.37460936807380957,0.15858153888738563,149,110,266,79,85,65
medium_intensity,69,0.522,0.232895040006267,0.3522384983120374,0.29723886822505863,2.0,0.4626880317598806,232636.50609244232,20013.5,212623.00609244232,340275.0754092685,572911.5815017108,4.0,239.0,23155.0,28.0,52.0,154.0,214.0,127.0,1.0,1.0,1.0,1.0,104.0,72.0,85.0,0.18160262130123425,0.4009193566396452,0.14949036144128353,141,104,260,72,99,85
medium_intensity,70,0.536,0.21389515580729324,0.34762606428297604,0.3026748642253967,2.0,0.45785586906937914,233000.7828169547,21617.639999999996,211383.14281695473,345375.04723276914,578375.8300497239,4.0,232.0,26177.0,27.0,50.0,140.0,219.0,134.0,1.0,1.0,1.0,1.0,134.0,57.0,77.0,0.15572562641202858,0.3993829785698048,0.1682444473652094,170,134,239,57,91,77
medium_intensity,71,0.568,0.20170398756718158,0.3306742865372658,0.31301798716907386,2.0,0.4406725900781583,232058.4992149971,20972.21999999999,211086.2792149971,359925.8412852507,591984.3405002478,4.0,216.0,25258.0,33.0,50.0,137.0,196.0,117.0,1.0,1.0,1.0,1.0,119.0,67.0,98.0,0.12273121934640226,0.40731185393697295,0.08642539456612143,158,119,227,67,115,98
medium_intensity,72,0.552,0.20887104285583732,0.3288752776027807,0.3054073354236054,2.0,0.4428047569963941,239997.557626194,20521.739999999998,219475.817626194,365713.52747191,605711.085098104,4.0,224.0,24297.0,24.0,51.0,140.0,199.0,126.0,1.0,1.0,1.0,1.0,118.0,73.0,85.0,0.17808984577428424,0.37189989197645545,0.20746376462826802,155,118,245,73,100,85
medium_intensity,73,0.544,0.21081288015334373,0.3281353695573693,0.31134472572288785,2.0,0.44013868775148,241200.74490545722,20441.939999999995,220758.80490545722,381237.9887344232,622438.7336398804,4.0,228.0,24340.0,24.0,49.0,138.0,195.0,112.0,1.0,1.0,1.0,1.0,114.0,62.0,96.0,0.17401453996306399,0.3857923862564234,0.1306207482246556,158,114,231,62,111,96
medium_intensity,74,0.574,0.19611323468094316,0.31306268317416014,0.31389516348058993,2.0,0.4277805264847293,224672.26243257878,21290.079999999998,203382.1824325788,354872.11501810205,579544.3774506808,4.0,213.0,25836.0,23.0,49.0,132.0,198.0,122.0,1.0,1.0,1.0,1.0,121.0,65.0,101.0,0.175567914415858,0.36296597876668696,0.15765077986515663,158,121,223,65,119,101
medium_intensity,75,0.5,0.2402478945770496,0.3666664021529317,0.28696809522064515,2.0,0.4780246407576252,272222.29865037027,19976.33999999999,252245.95865037027,383353.21544021316,655575.5140905834,4.0,250.0,22898.0,20.0,53.0,157.0,221.0,140.0,1.0,1.0,1.0,1.0,101.0,66.0,83.0,0.1645830584272986,0.4077935922836289,0.1612353028918771,123,101,274,66,103,83
medium_intensity,76,0.534,0.21897587088299394,0.34036419889575514,0.2986649992529297,2.0,0.4537136786028171,240385.09339736874,20747.36000000001,219637.73339736872,360812.17153524474,601197.2649326135,4.0,233.0,24631.0,24.0,52.0,147.0,213.0,131.0,1.0,1.0,1.0,1.0,96.0,75.0,96.0,0.1594024904719925,0.3889239645843902,0.16950550923248767,130,96,258,75,112,96
medium_intensity,77,0.532,0.20488394072070418,0.31474549163892046,0.315733070932102,2.0,0.4284113825565069,248239.2464835692,20976.22000000003,227263.02648356918,367540.625481449,615779.8719650182,4.0,234.0,25035.0,25.0,52.0,143.0,210.0,127.0,1.0,1.0,1.0,1.0,115.0,77.0,74.0,0.1251075947954231,0.3822093851351707,0.13242949588788927,156,115,249,77,95,74
medium_intensity,78,0.522,0.2063550372945264,0.31273629108455014,0.30550272438184084,2.0,0.43007116374024623,254482.44911183967,20699.520000000004,233782.92911183968,377343.2725410762,631825.7216529158,4.0,239.0,24507.0,24.0,51.0,145.0,204.0,131.0,1.0,1.0,1.0,1.0,109.0,73.0,79.0,0.16651159069834856,0.3661226975929838,0.05906550382318542,156,109,254,73,90,79
medium_intensity,79,0.518,0.22945536049966178,0.35241373084508076,0.30600440345647983,2.0,0.4602708620487612,260223.9058145207,19601.49999999998,240622.40581452072,387031.61457823287,647255.5203927535,4.0,241.0,22546.0,41.0,52.0,152.0,194.0,126.0,1.0,1.0,1.0,1.0,110.0,75.0,74.0,0.14832922586078487,0.4160144658160116,0.13226238345594563,145,110,260,75,95,74
medium_intensity,80,0.538,0.22905030964480563,0.36003714429109895,0.296259473634692,2.0,0.46882332983333275,245387.91371157963,20517.39999999999,224870.51371157964,361928.6589861262,607316.5726977058,4.0,231.0,24105.0,26.0,51.0,150.0,220.0,126.0,1.0,1.0,1.0,1.0,115.0,77.0,77.0,0.18233123987630023,0.4092115930707904,0.1243378175456592,150,115,261,77,89,77
medium_intensity,81,0.502,0.23707098814225694,0.3669840747921205,0.28921458957637197,2.0,0.47690751814314625,239258.48666273433,19961.14,219297.34666273434,332835.530504195,572094.0171669293,4.0,249.0,22827.0,28.0,54.0,165.0,227.0,130.0,1.0,1.0,1.0,1.0,107.0,71.0,73.0,0.18135213229376804,0.4121001283113976,0.15543603139567394,139,107,273,71,88,73
medium_intensity,82,0.5,0.1970956465630428,0.29657912817760007,0.30974533626598577,2.0,0.4166066600382823,254490.89411001184,21546.579999999998,232944.31411001185,369894.3208966275,624385.2150066394,4.0,250.0,25981.0,22.0,51.0,149.0,221.0,135.0,1.0,1.0,1.0,1.0,109.0,62.0,79.0,0.14768209059071127,0.3486169020777679,0.12261458318869073,149,109,250,62,101,79
medium_intensity,83,0.55,0.2233896030285891,0.3559065240514228,0.3023038177540769,2.0,0.4644140984395799,224512.19058348634,20460.52000000003,204051.67058348632,336093.02070913394,560605.2112926203,4.0,225.0,24114.0,13.0,51.0,144.0,207.0,125.0,1.0,1.0,1.0,1.0,115.0,74.0,86.0,0.1612611325590352,0.4152604613197447,0.13454979132061878,151,115,248,74,101,86
medium_intensity,84,0.548,0.21992135101122395,0.3592230172263843,0.3045825875450036,2.0,0.4657883005139756,242693.86341616267,20464.379999999986,222229.4834161627,368623.885426729,611317.7488428917,4.0,226.0,24116.0,32.0,50.0,141.0,198.0,126.0,1.0,1.0,1.0,1.0,115.0,74.0,85.0,0.16982507215078754,0.4188304346435078,0.1262419482634157,155,115,248,74,97,85
medium_intensity,85,0.526,0.229698415600914,0.35598879858181814,0.3015789040719014,2.0,0.4648444751267357,257382.35787658129,20641.66000000003,236740.69787658125,384588.96263727476,641971.320513856,4.0,237.0,24384.0,19.0,51.0,147.0,205.0,131.0,1.0,1.0,1.0,1.0,121.0,64.0,78.0,0.1726844562812185,0.41163445141547944,0.13777312431709282,159,121,248,64,93,78
