scenario,seed,cumulative_churn,mean_trust_all,mean_trust,mean_harm,platform_reputation,reputation,cumulative_revenue,cumulative_costs,net_value,opportunity_cost,cumulative_projected_revenue,tipping_points_triggered_count,active_users,cumulative_negative_wom_count,cumulative_positive_wom_count,trust_collapse_step,social_contagion_step,churn_cascade_step,extractive_divergence_step,trust_collapse_triggered,social_contagion_triggered,churn_cascade_triggered,extractive_divergence_triggered,churned_skeptic,churned_naive,churned_activist,trust_skeptic,trust_naive,trust_activist,n_skeptic,churned_skeptic_total,n_naive,churned_naive_total,n_activist,churned_activist_total
high_intensity,28,0.89,0.04007502873778963,0.1047261514243739,0.6536203407451616,3.2360000000000015,0.20103153820728858,221762.85198783016,12000.899999999998,209761.95198783017,388591.3149440824,610354.1669319125,4.0,55.0,13949.0,1.0,18.0,37.0,93.0,57.0,1.0,1.0,1.0,1.0,175.0,167.0,103.0,0.0005748399345950201,0.10665487941492537,0.0,176,175,221,167,103,103
high_intensity,29,0.866,0.04194127072515825,0.14453601321901036,0.6518746552344801,2.9320000000000017,0.23218836706906798,233803.38037101063,11976.399999999998,221826.98037101064,371703.04511031497,605506.4254813256,4.0,67.0,13666.0,0.0,19.0,39.0,99.0,61.0,1.0,1.0,1.0,1.0,163.0,181.0,89.0,0.00041973017492489667,0.14671959326513284,0.0,164,163,247,181,89,89
high_intensity,30,0.878,0.027935693745462717,0.10880716893215571,0.658943967130519,3.1120000000000023,0.20322483268701746,244228.9899808162,12646.140000000005,231582.8499808162,400499.14007109305,644728.1300519092,4.0,61.0,15091.0,2.0,18.0,37.0,95.0,62.0,1.0,1.0,1.0,1.0,162.0,167.0,110.0,0.0,0.11061236768623003,0.0004952436876964805,162,162,227,167,111,110
high_intensity,31,0.898,0.03200689206247367,0.12662076285358473,0.6590300942262572,3.652000000000003,0.21686822962160412,234593.96106716478,12126.38000000002,222467.58106716478,396966.84954782587,631560.8106149907,4.0,51.0,14061.0,1.0,18.0,38.0,93.0,58.0,1.0,1.0,1.0,1.0,139.0,189.0,121.0,0.00042958140923265016,0.1291445864824718,0.0,140,139,239,189,121,121
high_intensity,32,0.88,0.0426735996809586,0.1264615518194574,0.6455085858664005,2.5800000000000005,0.21970050312729927,235112.0038225216,11258.14000000001,223853.86382252158,371193.5876465949,606305.5914691165,4.0,60.0,12255.0,1.0,19.0,41.0,94.0,60.0,1.0,1.0,1.0,1.0,121.0,216.0,103.0,0.0,0.1264615518194574,0.0,121,121,276,216,103,103
high_intensity,33,0.864,0.03932497563454725,0.10864839199551839,0.6470405250385017,2.9120000000000013,0.205331623429685,228955.46503704423,11505.54,217449.92503704422,362267.4254688255,591222.8905058698,4.0,68.0,12749.0,0.0,19.0,40.0,96.0,56.0,1.0,1.0,1.0,1.0,141.0,190.0,101.0,0.0,0.10864839199551839,0.0,141,141,258,190,101,101
high_intensity,34,0.898,0.03270574882339244,0.11164543543760415,0.6459259899152385,2.8480000000000008,0.20792726763781239,229527.27167029766,12678.999999999993,216848.27167029766,354311.68809497746,583838.9597652751,4.0,51.0,14822.0,2.0,19.0,39.0,107.0,63.0,1.0,1.0,1.0,1.0,151.0,200.0,98.0,0.0,0.11164543543760415,0.0,151,151,251,200,98,98
high_intensity,35,0.89,0.03493435296173105,0.13983627030947043,0.6540481421483986,4.7200000000000015,0.22867047016873548,244521.6002458849,11869.820000000005,232651.7802458849,405372.6140873889,649894.2143332738,4.0,55.0,13649.0,2.0,18.0,38.0,93.0,59.0,1.0,1.0,1.0,1.0,169.0,184.0,92.0,0.0,0.13983627030947043,0.0,169,169,239,184,92,92
high_intensity,36,0.884,0.03528668404826329,0.12684251594366303,0.6490727111614295,3.3480000000000016,0.21915857143702905,220231.82177444163,11841.699999999979,208390.12177444165,357074.29506647354,577306.1168409152,4.0,58.0,13423.0,1.0,18.0,38.0,96.0,59.0,1.0,1.0,1.0,1.0,177.0,184.0,81.0,0.0,0.12684251594366303,0.0,177,177,242,184,81,81
high_intensity,37,0.882,0.034336543679729645,0.08824318274240206,0.6507803894692837,3.0320000000000045,0.18876567987798487,234583.83752900327,12295.23999999999,222288.59752900328,394540.82370655483,629124.6612355581,4.0,59.0,14360.0,1.0,18.0,37.0,96.0,54.0,1.0,1.0,1.0,1.0,157.0,170.0,114.0,0.0,0.08824318274240206,0.0,157,157,229,170,114,114
high_intensity,38,0.886,0.03415730818439875,0.10139922707547278,0.6489399729735822,2.6240000000000023,0.19945263737857083,246216.2342080642,12432.159999999996,233784.0742080642,394759.70631441294,640975.9405224771,4.0,57.0,14508.0,1.0,19.0,38.0,102.0,61.0,1.0,1.0,1.0,1.0,143.0,191.0,109.0,0.0,0.10139922707547278,0.0,143,143,248,191,109,109
high_intensity,39,0.882,0.03409766683804047,0.1237120848326962,0.6541820187790904,3.7800000000000025,0.21546608195295774,238132.5948652687,12179.579999999996,225953.01486526872,380150.39926508744,618282.9941303561,4.0,59.0,14139.0,0.0,19.0,39.0,101.0,63.0,1.0,1.0,1.0,1.0,143.0,195.0,103.0,0.0007883171848270887,0.12583146013696983,0.0,144,143,253,195,103,103
high_intensity,40,0.882,0.04345682412542039,0.1322406682340098,0.6496587378382154,3.7520000000000024,0.22289042892982103,251659.98548603363,11539.080000000007,240120.90548603362,397566.8276984468,649226.8131844804,4.0,59.0,12904.0,0.0,19.0,40.0,97.0,61.0,1.0,1.0,1.0,1.0,144.0,202.0,95.0,0.0007503301287563819,0.13450774302892796,0.0,145,144,260,202,95,95
high_intensity,41,0.874,0.03506929312030523,0.12833558982694102,0.6513093836562482,3.1760000000000015,0.2200532435072362,237829.83519892357,12129.539999999985,225700.2951989236,386008.5456658801,623838.3808648037,4.0,63.0,14017.0,2.0,18.0,38.0,94.0,60.0,1.0,1.0,1.0,1.0,167.0,175.0,95.0,0.0,0.12833558982694102,0.0,167,167,238,175,95,95
high_intensity,42,0.86,0.03212592490786275,0.10420173277903877,0.6456397190869967,3.2840000000000016,0.20204756145116395,241278.45244932725,11756.82000000002,229521.63244932724,397401.67759851576,638680.130047843,4.0,70.0,13411.0,0.0,18.0,38.0,95.0,58.0,1.0,1.0,1.0,1.0,160.0,169.0,101.0,0.0,0.10420173277903877,0.0,160,160,239,169,101,101
high_intensity,43,0.886,0.03696458554182539,0.11524973292848265,0.646266721374806,2.3440000000000003,0.2105264304668887,242380.16050203785,12589.740000000002,229790.42050203786,387689.1891103212,630069.3496123591,4.0,57.0,14751.0,1.0,18.0,38.0,105.0,64.0,1.0,1.0,1.0,1.0,166.0,178.0,99.0,0.0,0.11524973292848265,0.0,166,166,235,178,99,99
high_intensity,44,0.88,0.03258370318009981,0.1402262575751999,0.650912046191704,2.4720000000000004,0.2292689245876348,249642.7860397767,11985.97999999999,237656.8060397767,385867.8949523833,635510.68099216,4.0,60.0,13645.0,1.0,19.0,39.0,100.0,63.0,1.0,1.0,1.0,1.0,144.0,196.0,100.0,0.0,0.1402262575751999,0.0,144,144,256,196,100,100
high_intensity,45,0.874,0.035281440775728826,0.08843546840850769,0.6555365698015537,2.5360000000000005,0.18852263709367018,223733.21440470938,11955.819999999998,211777.39440470937,348623.9840660739,572357.1984707833,4.0,63.0,13523.0,0.0,19.0,40.0,103.0,60.0,1.0,1.0,1.0,1.0,135.0,201.0,101.0,0.0,0.08843546840850769,0.0,135,135,264,201,101,101
high_intensity,46,0.874,0.03867830802551798,0.12147902818048566,0.6515180090368822,3.716000000000002,0.21447553479678283,259412.67510363337,12105.139999999998,247307.5351036334,395241.18640199077,654653.8615056241,4.0,63.0,13797.0,0.0,19.0,39.0,103.0,62.0,1.0,1.0,1.0,1.0,147.0,192.0,98.0,0.0,0.12147902818048566,0.0,147,147,255,192,98,98
high_intensity,47,0.91,0.03337967203923482,0.1322650701864025,0.6466467934529656,2.940000000000003,0.2233088547947012,215833.2228094043,12115.3,203717.92280940432,376592.89262528525,592426.1154346896,4.0,45.0,14065.0,1.0,18.0,37.0,93.0,54.0,1.0,1.0,1.0,1.0,160.0,187.0,108.0,0.0,0.1322650701864025,0.0,160,160,232,187,108,108
high_intensity,48,0.892,0.030307553813177603,0.11495269715508433,0.6561308667841227,3.2360000000000015,0.20808243196567128,236728.59050309166,12360.999999999996,224367.59050309166,400840.6098347618,637569.2003378535,4.0,54.0,14514.0,1.0,18.0,37.0,91.0,59.0,1.0,1.0,1.0,1.0,153.0,183.0,110.0,0.00042392835309832153,0.11711361732115952,0.0,154,153,236,183,110,110
high_intensity,49,0.87,0.03676031022577762,0.11502199547571991,0.6519870268850035,2.6840000000000006,0.20893789348281322,234684.16537045885,11736.339999999993,222947.82537045886,370883.5596241044,605567.7249945633,4.0,65.0,13145.0,0.0,19.0,39.0,96.0,57.0,1.0,1.0,1.0,1.0,163.0,189.0,83.0,0.0006965674005687411,0.11680833028939415,0.0,164,163,253,189,83,83
high_intensity,50,0.884,0.04002870103781851,0.13896976325185087,0.6495415073876364,2.5000000000000018,0.22826658464356922,224181.57494100885,12050.579999999987,212130.99494100886,370569.5890009636,594751.1639419724,4.0,58.0,13835.0,2.0,18.0,38.0,92.0,59.0,1.0,1.0,1.0,1.0,141.0,186.0,115.0,0.0,0.13896976325185087,0.0,141,141,244,186,115,115
high_intensity,51,0.832,0.032922321638009705,0.0843103522796219,0.649215896478581,2.224,0.18632613839149115,231238.7961813243,11641.43999999999,219597.35618132428,347108.72900211555,578347.5251834398,4.0,84.0,12962.0,0.0,19.0,40.0,97.0,63.0,1.0,1.0,1.0,1.0,160.0,170.0,86.0,0.0,0.0843103522796219,0.0,160,160,254,170,86,86
high_intensity,52,0.872,0.03809727665878357,0.1054751487535783,0.6477195557183001,2.448000000000001,0.20326045659701647,253765.2530235778,11638.08000000001,242127.17302357778,377570.6366096021,631335.8896331799,4.0,64.0,12826.0,0.0,20.0,40.0,99.0,63.0,1.0,1.0,1.0,1.0,143.0,202.0,91.0,0.0,0.1054751487535783,0.0,143,143,266,202,91,91
high_intensity,53,0.898,0.03173879106742935,0.11047227362481307,0.6671269065274515,2.9600000000000013,0.20255405333724164,250171.9811559628,12134.940000000013,238037.0411559628,402296.83672427514,652468.8178802379,4.0,51.0,13979.0,0.0,19.0,39.0,100.0,60.0,1.0,1.0,1.0,1.0,150.0,202.0,97.0,0.0007531279830822784,0.11733125309944946,0.0006795501257287779,152,150,250,202,98,97
high_intensity,54,0.888,0.03509643635531388,0.14725873488053207,0.6574712258366391,3.4040000000000012,0.23300181479409227,218978.61659154488,11824.800000000016,207153.81659154486,349458.3185217202,568436.9351132651,4.0,56.0,13410.0,1.0,19.0,39.0,95.0,59.0,1.0,1.0,1.0,1.0,144.0,201.0,99.0,0.0006908294577927991,0.1499236058882182,0.0,145,144,256,201,99,99
high_intensity,55,0.894,0.032846735456692526,0.11695127493297977,0.6511152070569499,2.760000000000002,0.2114530902578418,215921.10412445938,11909.280000000002,204011.82412445938,359021.22405000305,574942.3281744624,4.0,53.0,13592.0,1.0,18.0,37.0,91.0,58.0,1.0,1.0,1.0,1.0,126.0,194.0,127.0,0.0,0.11695127493297977,0.0,126,126,247,194,127,127
high_intensity,56,0.856,0.034362122914903245,0.10646384474155664,0.6511523521283621,2.200000000000001,0.20353230789082408,252604.74976788007,12396.840000000013,240207.90976788005,376780.98234209034,629385.7321099704,4.0,72.0,14312.0,0.0,19.0,40.0,100.0,63.0,1.0,1.0,1.0,1.0,134.0,194.0,100.0,0.0,0.10646384474155664,0.0,134,134,266,194,100,100
high_intensity,57,0.89,0.036964364644742315,0.1241779140605506,0.655448358943169,3.868000000000002,0.21598576522744123,219866.39243668097,11966.680000000002,207899.71243668097,358207.98918033263,578074.3816170136,4.0,55.0,13674.0,0.0,19.0,39.0,99.0,58.0,1.0,1.0,1.0,1.0,158.0,200.0,87.0,0.0,0.1264685337510328,0.0004844507745108833,158,158,254,200,88,87
high_intensity,58,0.89,0.040385954698374305,0.13891155276694683,0.6471223035483146,3.496000000000002,0.22857039141605265,230979.84908223167,11813.16000000001,219166.68908223166,378260.6873541102,609240.5364363418,4.0,55.0,13432.0,1.0,19.0,39.0,95.0,59.0,1.0,1.0,1.0,1.0,161.0,193.0,91.0,0.0,0.13891155276694683,0.0,161,161,248,193,91,91
high_intensity,59,0.89,0.033774026032194884,0.10588269534393548,0.6551640066932061,2.176,0.20203959579683406,255499.776235859,12062.92,243436.85623585898,390783.29068204877,646283.0669179078,4.0,55.0,13636.0,0.0,19.0,40.0,102.0,62.0,1.0,1.0,1.0,1.0,126.0,208.0,111.0,0.0,0.10588269534393548,0.0,126,126,263,208,111,111
high_intensity,60,0.882,0.03965542788532523,0.09739176600909999,0.6517700425546565,2.6440000000000015,0.19590724481974242,216512.37560589207,12298.8,204213.57560589208,348493.78798753174,565006.1635934238,4.0,59.0,14258.0,0.0,18.0,38.0,100.0,58.0,1.0,1.0,1.0,1.0,154.0,183.0,104.0,0.0,0.09739176600909999,0.0,154,154,242,183,104,104
high_intensity,61,0.868,0.038852206395535174,0.10860300148025193,0.6484743695648139,2.076,0.20479618348575382,221106.02496111556,12305.460000000001,208800.56496111557,343704.8821936952,564810.9071548107,4.0,66.0,14177.0,1.0,19.0,38.0,100.0,62.0,1.0,1.0,1.0,1.0,162.0,179.0,93.0,0.0,0.10860300148025193,0.0,162,162,245,179,93,93
high_intensity,62,0.89,0.035836616801239445,0.12373515511805583,0.6547412925705471,3.3080000000000025,0.21532094135691093,222090.43131606374,12295.53999999999,209794.89131606376,369723.19255488226,591813.623870946,4.0,55.0,14419.0,2.0,19.0,38.0,100.0,63.0,1.0,1.0,1.0,1.0,144.0,187.0,114.0,0.0005607813860385996,0.12601616203901914,0.0,145,144,241,187,114,114
high_intensity,63,0.874,0.03531278664410671,0.11330298077363089,0.6538305921570252,2.8520000000000008,0.20794275582333016,212885.19533989692,12396.519999999997,200488.67533989693,347634.1443223859,560519.3396622828,4.0,63.0,14476.0,0.0,18.0,38.0,100.0,61.0,1.0,1.0,1.0,1.0,136.0,186.0,115.0,0.0,0.11330298077363089,0.0,136,136,249,186,115,115
high_intensity,64,0.882,0.034734912916546574,0.13234790491599335,0.6516340689821531,3.308000000000001,0.22270012920865084,239535.09644221692,11678.639999999994,227856.45644221694,385316.5941755817,624851.6906177986,4.0,59.0,13180.0,1.0,19.0,39.0,95.0,59.0,1.0,1.0,1.0,1.0,142.0,192.0,107.0,0.0,0.13234790491599335,0.0,142,142,251,192,107,107
high_intensity,65,0.874,0.040389582948621335,0.12077645304619246,0.6542911265875935,2.4000000000000004,0.21387283050291403,225272.43378962297,11790.41999999999,213482.013789623,343333.29571979574,568605.7295094187,4.0,63.0,13115.0,1.0,19.0,40.0,103.0,61.0,1.0,1.0,1.0,1.0,144.0,206.0,87.0,0.0,0.12077645304619246,0.0,144,144,269,206,87,87
high_intensity,66,0.872,0.040993860546912946,0.10180454262532607,0.6472804967628891,2.9640000000000026,0.2000230495685481,265954.8145290795,12021.340000000002,253933.47452907948,390830.5740515216,656785.3885806011,4.0,64.0,13679.0,1.0,19.0,40.0,102.0,64.0,1.0,1.0,1.0,1.0,137.0,207.0,92.0,0.0,0.10180454262532607,0.0,137,137,271,207,92,92
high_intensity,67,0.92,0.03579524288626903,0.13728748239265226,0.6533174088557444,3.100000000000001,0.2265951049865848,220304.4280329418,12161.659999999996,208142.7680329418,364228.0252354444,584532.4532683862,4.0,40.0,13935.0,0.0,19.0,38.0,96.0,59.0,1.0,1.0,1.0,1.0,160.0,203.0,97.0,0.0,0.13728748239265226,0.0,160,160,243,203,97,97
high_intensity,68,0.89,0.03604010477153068,0.09319740924984525,0.6461592260143887,2.0,0.19345559518744831,263752.33267120505,11930.32,251822.01267120504,389217.2663634167,652969.5990346217,4.0,55.0,13316.0,1.0,19.0,40.0,102.0,65.0,1.0,1.0,1.0,1.0,149.0,211.0,85.0,0.0,0.09319740924984525,0.0,149,149,266,211,85,85
high_intensity,69,0.876,0.03540136870302437,0.12860002337100623,0.6485164768235991,2.676000000000003,0.22073030654301465,226238.37201310112,12117.039999999994,214121.33201310114,346673.2094886097,572911.5815017108,4.0,62.0,13856.0,0.0,19.0,40.0,103.0,60.0,1.0,1.0,1.0,1.0,141.0,198.0,99.0,0.0,0.12860002337100623,0.0,141,141,260,198,99,99
high_intensity,70,0.898,0.03435345650717919,0.13546183408855927,0.6518587445162363,3.1800000000000024,0.22475856467354077,216997.07704449832,11742.240000000003,205254.83704449833,361378.75300522556,578375.8300497239,4.0,51.0,13306.0,0.0,19.0,38.0,92.0,64.0,1.0,1.0,1.0,1.0,169.0,189.0,91.0,0.00043443346257675345,0.13816238210107892,0.0,170,169,239,189,91,91
high_intensity,71,0.878,0.03424696315973127,0.1050268805213325,0.6535534443925901,3.4080000000000035,0.20123891038274885,218930.86690229503,12268.440000000017,206662.42690229503,373053.47359795275,591984.3405002478,4.0,61.0,14408.0,1.0,18.0,37.0,93.0,59.0,1.0,1.0,1.0,1.0,158.0,166.0,115.0,0.0,0.1050268805213325,0.0,158,158,227,166,115,115
high_intensity,72,0.882,0.03646848260592045,0.11696128256701907,0.6494247863820186,2.864000000000003,0.21128906629675037,230412.4005978797,11958.620000000012,218453.78059787967,375298.6845002243,605711.085098104,4.0,59.0,13685.0,1.0,19.0,39.0,99.0,60.0,1.0,1.0,1.0,1.0,155.0,186.0,100.0,0.0,0.11696128256701907,0.0,155,155,245,186,100,100
high_intensity,73,0.89,0.03488622996717885,0.11752196737751322,0.6605430715439711,3.764000000000004,0.20991755228468212,230816.54516594464,12208.780000000017,218607.7651659446,391622.1884739358,622438.7336398804,4.0,55.0,14315.0,0.0,18.0,37.0,96.0,58.0,1.0,1.0,1.0,1.0,157.0,177.0,111.0,0.0006918693772775345,0.11968548771085093,0.0,158,157,231,177,111,111
high_intensity,74,0.91,0.03713282807483116,0.13979596735378377,0.6514745032698243,2.3640000000000003,0.22841692108312053,211698.12158291216,12199.079999999993,199499.04158291218,367846.25586776866,579544.3774506808,4.0,45.0,14154.0,0.0,18.0,37.0,94.0,60.0,1.0,1.0,1.0,1.0,158.0,178.0,119.0,0.0,0.13979596735378377,0.0,158,158,223,178,119,119
high_intensity,75,0.858,0.03629930652966887,0.09808118324583343,0.6534929975707816,2.0,0.19597573601968085,267599.79683948826,11615.259999999987,255984.53683948828,387975.71725109516,655575.5140905834,4.0,71.0,12765.0,0.0,20.0,41.0,98.0,58.0,1.0,1.0,1.0,1.0,123.0,203.0,103.0,0.0,0.09808118324583343,0.0,123,123,274,203,103,103
high_intensity,76,0.884,0.036905601787048485,0.12693160253728084,0.6476892862753403,3.3720000000000017,0.2195553050163584,231845.5574745321,12221.120000000004,219624.4374745321,369351.70745808136,601197.2649326135,4.0,58.0,14138.0,0.0,19.0,39.0,105.0,60.0,1.0,1.0,1.0,1.0,130.0,200.0,112.0,0.0,0.12693160253728084,0.0,130,130,258,200,112,112
high_intensity,77,0.88,0.03727582884058022,0.13097598015831532,0.6479420312059162,3.316000000000002,0.22227640914481833,237056.2405066721,12491.460000000008,224564.78050667208,378723.63145834615,615779.8719650182,4.0,60.0,14665.0,0.0,19.0,38.0,102.0,62.0,1.0,1.0,1.0,1.0,156.0,189.0,95.0,0.0,0.13097598015831532,0.0,156,156,249,189,95,95
high_intensity,78,0.884,0.03611977666278895,0.13791873238618435,0.6508939306579553,2.18,0.22692425360387702,249918.70061256608,12790.859999999991,237127.8406125661,381907.02104034973,631825.7216529158,4.0,58.0,15007.0,1.0,19.0,39.0,106.0,66.0,1.0,1.0,1.0,1.0,156.0,196.0,90.0,0.0,0.13791873238618435,0.0,156,156,254,196,90,90
high_intensity,79,0.858,0.03810351181432222,0.12457444288713616,0.6496756077869029,2.772000000000001,0.21685229712922008,261030.57737583597,11649.520000000017,249381.05737583595,386224.94301691756,647255.5203927535,4.0,71.0,12862.0,0.0,19.0,40.0,101.0,63.0,1.0,1.0,1.0,1.0,145.0,189.0,95.0,0.0,0.12457444288713616,0.0,145,145,260,189,95,95
high_intensity,80,0.89,0.04347628678191641,0.12830887318312256,0.6518377705666137,2.6720000000000015,0.21976780496782355,235345.03905087305,11671.699999999993,223673.33905087307,371971.5336468328,607316.5726977058,4.0,55.0,13027.0,1.0,19.0,40.0,97.0,60.0,1.0,1.0,1.0,1.0,150.0,206.0,89.0,0.0,0.12830887318312256,0.0,150,150,261,206,89,89
high_intensity,81,0.888,0.04077307986059488,0.13790799894577369,0.6560889409295267,2.996000000000002,0.22604093303134776,226484.21104593654,11843.419999999982,214640.79104593655,345609.80612099275,572094.0171669293,4.0,56.0,13271.0,2.0,19.0,41.0,102.0,62.0,1.0,1.0,1.0,1.0,138.0,218.0,88.0,0.000751954050137622,0.14040174521660342,0.0,139,138,273,218,88,88
high_intensity,82,0.884,0.034594772954229726,0.10459478265228944,0.6494050246815136,2.18,0.20143512025531696,239251.17475940904,12050.280000000012,227200.89475940904,385134.0402472303,624385.2150066394,4.0,58.0,13774.0,1.0,19.0,39.0,99.0,59.0,1.0,1.0,1.0,1.0,149.0,192.0,101.0,0.0,0.10459478265228944,0.0,149,149,250,192,101,101
high_intensity,83,0.888,0.038810275223924044,0.14039876002381926,0.649869511182689,2.5680000000000036,0.22929072040754728,216188.23428088782,12495.980000000001,203692.2542808878,344416.97701173247,560605.2112926203,4.0,56.0,14625.0,0.0,19.0,39.0,103.0,68.0,1.0,1.0,1.0,1.0,151.0,192.0,101.0,0.0,0.14039876002381926,0.0,151,151,248,192,101,101
high_intensity,84,0.876,0.03284482866319469,0.09808289470161638,0.6535015113157913,3.3120000000000016,0.19623514853022428,234622.51895948732,12329.840000000017,222292.6789594873,376695.22988340433,611317.7488428917,4.0,62.0,14338.0,0.0,18.0,38.0,101.0,65.0,1.0,1.0,1.0,1.0,155.0,186.0,97.0,0.0,0.09808289470161638,0.0,155,155,248,186,97,97
high_intensity,85,0.882,0.036986799884996466,0.10881928147721964,0.6563370195124435,2.088,0.20327635180837575,250210.13688706266,12176.000000000004,238034.13688706266,391761.1836267933,641971.320513856,4.0,59.0,13980.0,0.0,18.0,39.0,98.0,62.0,1.0,1.0,1.0,1.0,158.0,190.0,93.0,0.0006147861892569237,0.11068487622356382,0.0,159,158,248,190,93,93
high_intensity,86,0.884,0.03503415413508618,0.12360070017359531,0.6562902193225649,4.000000000000003,0.21580495984738174,209839.00008170225,11516.919999999996,198322.08008170227,351720.0694335811,561559.0695152833,4.0,58.0,13004.0,0.0,18.0,39.0,91.0,56.0,1.0,1.0,1.0,1.0,152.0,185.0,105.0,0.0,0.12360070017359531,0.0,152,152,243,185,105,105
high_intensity,87,0.876,0.035218595664386135,0.11178171356441995,0.6516693807980936,2.796000000000001,0.207284938194149,224885.74518678457,12081.359999999982,212804.38518678458,344023.1827175879,568908.9279043725,4.0,62.0,13696.0,0.0,19.0,40.0,105.0,66.0,1.0,1.0,1.0,1.0,144.0,202.0,92.0,0.0,0.11178171356441995,0.0,144,144,264,202,92,92
high_intensity,88,0.854,0.03790120285064747,0.10462841401535108,0.6517332109708645,2.0,0.2017168589293785,234049.3084067372,11759.000000000007,222290.3084067372,354209.88231447095,588259.1907212081,4.0,73.0,13112.0,0.0,19.0,40.0,100.0,62.0,1.0,1.0,1.0,1.0,134.0,194.0,99.0,0.0,0.10462841401535108,0.0,134,134,267,194,99,99
high_intensity,89,0.87,0.04370144967100994,0.11678323083493208,0.6522738053786746,3.4240000000000026,0.21072338870522034,241761.42339353604,11131.460000000003,230629.96339353605,392862.68454731046,634624.1079408465,4.0,65.0,12141.0,0.0,19.0,40.0,95.0,52.0,1.0,1.0,1.0,1.0,147.0,192.0,96.0,0.0,0.11678323083493208,0.0,147,147,257,192,96,96
high_intensity,90,0.842,0.044449747044840705,0.13159045088892818,0.6499358502608488,3.524000000000002,0.22272510834502043,236260.91533800124,11929.879999999985,224331.03533800127,374470.1900521432,610731.1053901444,4.0,79.0,13638.0,2.0,19.0,39.0,102.0,56.0,1.0,1.0,1.0,1.0,160.0,166.0,95.0,0.0,0.13159045088892818,0.0,160,160,245,166,95,95
high_intensity,91,0.882,0.03707106087140566,0.1342287383549556,0.6460319018331158,3.004000000000002,0.22552159493315652,243754.98267031813,11903.939999999999,231851.04267031813,393748.7769046074,637503.7595749255,4.0,59.0,13673.0,2.0,19.0,39.0,95.0,63.0,1.0,1.0,1.0,1.0,146.0,190.0,105.0,0.0,0.1342287383549556,0.0,146,146,249,190,105,105
high_intensity,92,0.888,0.04215775787457646,0.14858459721275433,0.6534568187806086,3.2280000000000015,0.23509573415746454,219843.42485268269,11804.499999999989,208038.92485268269,350971.76585583674,570815.1907085194,4.0,56.0,13355.0,1.0,19.0,39.0,96.0,59.0,1.0,1.0,1.0,1.0,147.0,200.0,97.0,0.0,0.14858459721275433,0.0,147,147,256,200,97,97
high_intensity,93,0.902,0.030031246864263436,0.13963442061762327,0.6560158386764324,3.5760000000000023,0.22762687203494475,214989.07518462374,12317.800000000005,202671.27518462372,352881.27075488656,567870.3459395103,4.0,49.0,14358.0,2.0,19.0,39.0,100.0,59.0,1.0,1.0,1.0,1.0,149.0,200.0,102.0,0.0007003603767369025,0.14252888020597507,0.0,150,149,248,200,102,102
high_intensity,94,0.886,0.03560588086899266,0.10769969043452807,0.6513043863201408,2.764000000000001,0.20421993358131518,252661.96734687843,12131.38,240530.58734687843,393643.5019429642,646305.4692898426,4.0,57.0,13883.0,0.0,19.0,39.0,102.0,63.0,1.0,1.0,1.0,1.0,167.0,196.0,80.0,0.0,0.10769969043452807,0.0,167,167,253,196,80,80
high_intensity,95,0.898,0.03705670166338978,0.1339469649775572,0.6472154069791095,3.8800000000000026,0.22514216891695543,244372.5198171464,11827.780000000006,232544.73981714642,405561.08462602977,649933.6044431762,4.0,51.0,13499.0,0.0,19.0,38.0,96.0,57.0,1.0,1.0,1.0,1.0,160.0,193.0,96.0,0.0,0.1339469649775572,0.0,160,160,244,193,96,96
high_intensity,96,0.89,0.038927862224348686,0.11962021217066475,0.6569387832842671,2.2480000000000007,0.21258944693646303,211013.59593401026,11977.81999999999,199035.77593401028,352076.7365071826,563090.3324411928,4.0,55.0,13759.0,2.0,19.0,38.0,96.0,57.0,1.0,1.0,1.0,1.0,155.0,190.0,100.0,0.0,0.11962021217066475,0.0,155,155,245,190,100,100
high_intensity,97,0.88,0.03441670211348501,0.10884139237462713,0.6494061809378113,3.5840000000000045,0.20529873094681284,234210.73760426787,11955.440000000011,222255.29760426786,375753.3701444942,609964.1077487621,4.0,60.0,13686.0,0.0,19.0,39.0,95.0,63.0,1.0,1.0,1.0,1.0,141.0,199.0,100.0,0.0,0.10884139237462713,0.0,141,141,259,199,100,100
high_intensity,98,0.888,0.03603285713112391,0.12650782299593621,0.6527350232112797,3.212000000000003,0.21852752383781898,251406.54103562297,12012.739999999993,239393.80103562298,397468.1247692988,648874.6658049218,4.0,56.0,13711.0,1.0,19.0,39.0,97.0,58.0,1.0,1.0,1.0,1.0,155.0,188.0,101.0,0.0,0.12650782299593621,0.0,155,155,244,188,101,101
high_intensity,99,0.87,0.04210414344376364,0.11027259534243884,0.6578925069071625,2.3440000000000007,0.20438443843144874,262607.00735913345,12164.19999999999,250442.80735913347,387399.5276642436,650006.535023377,4.0,65.0,13792.0,2.0,19.0,40.0,102.0,66.0,1.0,1.0,1.0,1.0,128.0,204.0,103.0,0.0007523482192303025,0.11198384920373897,0.0,129,128,268,204,103,103
forced_trial_only,0,0.452,0.18094965145523775,0.2333126378699254,0.21240582901762367,2.0,0.3987072713030717,294747.58978751505,20952.20000000001,273795.38978751504,329635.97175513214,624383.5615426472,3.0,274.0,24156.0,94.0,78.0,-1.0,263.0,161.0,1.0,0.0,1.0,1.0,98.0,67.0,61.0,0.21708207773579943,0.2473182038306906,0.17180998662017968,150,98,259,67,91,61
